"","X","Tag","treatment","maple_leaf_length_0","maple_height_0","maple_leaves_0","gh_bench","Maple_LeafNum_End","Maple_Damage_End","Maple_TotalLeafArea_End","Maple_StemHeight_End","comp_number","Sample","ChlorA","ChlorB","DataFile","gluc_Conc","flav_Conc","gh_col","gh_row","GM_Leaf_Len_Initial","GM_NumberOfLeaves_Initial","Fern","Pool","Genotype","GM_Leaf_Number","GM_Leaf_Len","GM_Leaf_Wid","ThripsDam","WhiteFungDam","BlackPathDam","GM_TotalLeaf_Area","GM_NumberOfLeaves","GA3","Family","Region","Latitude","Longitude","Altitude","ID","Row_Field","Col_Field","Larg_Leaf_Len_Bolt","Larg_Leaf_Wid_Bolt","GM_StemHeight_Bolt","GM_Leaf_Number_Bolt","Sampler","Maple_Died","RGR1","RGR2","RGR3","RGR4","MapleFinalMass","GM_Fecundity"
"56",87,"a|SMITH1-20|Q|48","gm",NA,NA,NA,4,NA,NA,NA,NA,21,"48_1",0.17326846,0.0699205999999999,"Dat_Jan_22_2020_PM.txt",0.14575007742,0.077379407062,3,14,5,3,0,"No","a|SMITH1-20|Q|48",1,40,35,2,0,0,4050,2,"n","SMITH1","NorthAm",42.43150556,-76.38616667,326,"48",5,5,"Dead","Dead","Dead","Dead","Nikita",NA,7.63e-07,-3.52e-08,3.61e-08,-4.28e-09,NA,NA
"57",88,"a|SMITH1-20|Q|48","gm",NA,NA,NA,4,NA,NA,NA,NA,21,"48_2",0.167227945,0.04000992,"Dat_Jan_27_2020_AM.txt",0.15207842724,0.095076891778,3,14,5,3,0,"No","a|SMITH1-20|Q|48",2,53,50,4,0,1,4050,2,"n","SMITH1","NorthAm",42.43150556,-76.38616667,326,"48",5,5,"Dead","Dead","Dead","Dead","Nikita",NA,7.63e-07,-3.52e-08,3.61e-08,-4.28e-09,NA,NA
"58",89,"b|JBBLB2-1-20|Q|203","gm",NA,NA,NA,3,NA,NA,NA,NA,22,"203_1",0.338487765,0.06416398,"Dat_Jan_29_2020_PM.txt",0.18913462278,0.098586062554,5,19,14,2,0,"No","b|JBBLB2-1-20|Q|203",1,39,35,0,0,0,3665,2,"y","JBBLB2","NorthAm",38.90765,-75.05181667,0,"203",8,5,"Dead","Dead","Dead","Dead","Liisa",NA,5.27e-07,1.36e-07,-5.33e-08,4.46e-08,NA,NA
"59",90,"b|JBBLB2-1-20|Q|203","gm",NA,NA,NA,3,NA,NA,NA,NA,22,"203_2",0.06108171,0.06022877,"Dat_Jan_15_2020_PM.txt",0.10302078354,0.107358989494,5,19,14,2,0,"No","b|JBBLB2-1-20|Q|203",2,46,50,6,0,3,3665,2,"y","JBBLB2","NorthAm",38.90765,-75.05181667,0,"203",8,5,"Dead","Dead","Dead","Dead","Liisa",NA,5.27e-07,1.36e-07,-5.33e-08,4.46e-08,NA,NA
"60",91,"a|JARI1-1-80|Q|161","gm",NA,NA,NA,3,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,5,19,8,2,0,"No",NA,NA,NA,NA,NA,NA,NA,7814,3,"y","JARI1","NorthAm",41.48,-71.52,20.7,"161",8,5,"Dead","Dead","Dead","Dead","Liisa",NA,7.65e-07,1.65e-07,-8.17e-09,1.67e-07,NA,NA
"61",92,"b|VRCAN-1-40|Q|490","gm",NA,NA,NA,1,NA,NA,NA,NA,23,"490_1",0.169074335,0.0644203600000001,"Dat_Dec_12_2019_PM.txt",0.14888838714,0.132323923564,6,14,10,2,0,"No","b|VRCAN-1-40|Q|490",1,47,48,2,0,0,4906,2,"y","VRCAN","NorthAm",42.003658,-73.328612,203,"490",5,3,"Dead","Dead","Dead","Dead","Nikita",NA,7.87e-07,-6.56e-08,6.71e-08,3.35e-09,NA,NA
"62",93,"b|VRCAN-1-40|Q|490","gm",NA,NA,NA,1,NA,NA,NA,NA,23,"490_2",0.111442845,0.0757405949999999,"Dat_Dec_12_2019_PM.txt",0.08710506996,0.0593678299,6,14,10,2,0,"No","b|VRCAN-1-40|Q|490",2,53,50,6,0,0,4906,2,"y","VRCAN","NorthAm",42.003658,-73.328612,203,"490",5,3,"Dead","Dead","Dead","Dead","Nikita",NA,7.87e-07,-6.56e-08,6.71e-08,3.35e-09,NA,NA
"63",94,"a|JARI1-1-80|Q|162","gm",NA,NA,NA,1,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,6,14,3,2,0,"No",NA,NA,NA,NA,NA,NA,NA,5999,3,"y","JARI1","NorthAm",41.48,-71.52,20.7,"162",5,3,"Dead","Dead","Dead","Dead","Nikita",NA,1.06e-06,7.25e-08,-4.5e-08,6.99e-08,NA,NA
"64",95,"a|JARI1-1-80|Q|163","gm",NA,NA,NA,1,NA,NA,NA,NA,24,"163_1",0.23739395,0.09354585,"Dat_Jan_16_2020_PM.txt",0.1506299766,0.081375962668,6,5,4,2,0,"No","a|JARI1-1-80|Q|163",1,53,50,0,0,0,4570,2,"y","JARI1","NorthAm",41.48,-71.52,20.7,"163",1,3,"Dead","Dead","Dead","Dead","Nikita",NA,1.05e-06,3.58e-07,5.78e-08,4.69e-08,NA,NA
"65",96,"a|JARI1-1-80|Q|163","gm",NA,NA,NA,1,NA,NA,NA,NA,24,"163_2",0.10493262,0.0386595000000001,"Dat_Jan_15_2020_PM.txt",0.09081241386,0.04247182246,6,5,4,2,0,"No","a|JARI1-1-80|Q|163",2,48,40,1,1,0,4570,2,"y","JARI1","NorthAm",41.48,-71.52,20.7,"163",1,3,"Dead","Dead","Dead","Dead","Nikita",NA,1.05e-06,3.58e-07,5.78e-08,4.69e-08,NA,NA
"66",97,"e|RULEB1-20|N|427","gm",NA,NA,NA,1,NA,NA,NA,NA,24,"427_1",0.238657055,0.095836605,"Dat_Jan_8_2020_PM.txt",0.1807198143,0.056746782592,6,5,13,4,0,"No","e|RULEB1-20|N|427",1,50,50,3,3,0,7189,4,"n","RULEB1","NorthAm",40.328062,-76.505785,146.3,"427",1,3,"Dead","Dead","Dead","Dead","Nikita",NA,6.47e-07,3.91e-07,-3.46e-08,1.15e-08,NA,NA
"67",98,"e|RULEB1-20|N|427","gm",NA,NA,NA,1,NA,NA,NA,NA,24,"427_2",0.20481282,0.06815598,"Dat_Jan_8_2020_PM.txt",0.15456148548,0.040056559858,6,5,13,4,0,"No","e|RULEB1-20|N|427",2,55,59,3,1,0,7189,4,"n","RULEB1","NorthAm",40.328062,-76.505785,146.3,"427",1,3,"Dead","Dead","Dead","Dead","Nikita",NA,6.47e-07,3.91e-07,-3.46e-08,1.15e-08,NA,NA
"68",99,"a|JARI1-1-80|Q|158","gm",NA,NA,NA,3,NA,NA,NA,NA,25,"158_1",0.21117702,0.086016585,"Dat_Jan_27_2020_AM.txt",0.19025544768,0.096820646392,4,7,9,2,0,"No","a|JARI1-1-80|Q|158",1,54,53,0,1,0,7050,3,"y","JARI1","NorthAm",41.48,-71.52,20.7,"158",4,4,"Dead","Dead","Dead","Dead","Nikita",NA,1.02e-06,-8.31e-09,-9.3e-08,9.52e-08,NA,NA
"69",100,"a|JARI1-1-80|Q|158","gm",NA,NA,NA,3,NA,NA,NA,NA,25,"158_2",0.065923205,0.0416288600000001,"Dat_Jan_23_2020_PM.txt",0.1053658941,0.05601028996,4,7,9,2,0,"No","a|JARI1-1-80|Q|158",2,61,59,0,0,0,7050,3,"y","JARI1","NorthAm",41.48,-71.52,20.7,"158",4,4,"Dead","Dead","Dead","Dead","Nikita",NA,1.02e-06,-8.31e-09,-9.3e-08,9.52e-08,NA,NA
"70",101,"b|CBMCK1-1-0|N|39","gm",NA,NA,NA,3,NA,NA,NA,NA,25,"39_1",0.12862334,0.0416072550000001,"Dat_Feb_6_2020_PM.txt",0.13690418244,0.097892893018,4,7,11,4,0,"No","b|CBMCK1-1-0|N|39",1,51,52,1,0,0,4092,2,"n","CBMCK1","NorthAm",40.04498333,-105.2325,1606.9,"39",4,4,"Dead","Dead","Dead","Dead","Nikita",NA,8.91e-07,1.49e-07,-3.3e-08,-4.5e-09,NA,NA
"71",102,"b|CBMCK1-1-0|N|39","gm",NA,NA,NA,3,NA,NA,NA,NA,25,"39_2",0.283447385,0.088608165,"Dat_Jan_30_2020_PM.txt",NA,NA,4,7,11,4,0,"No","b|CBMCK1-1-0|N|39",2,40,36,2,0,0,4092,2,"n","CBMCK1","NorthAm",40.04498333,-105.2325,1606.9,"39",4,4,"Dead","Dead","Dead","Dead","Nikita",NA,8.91e-07,1.49e-07,-3.3e-08,-4.5e-09,NA,NA
"72",103,"a|JARI1-1-80|Q|159","gm",NA,NA,NA,2,NA,NA,NA,NA,26,"159_1",0.185898695,0.0380658749999999,"Dat_Jan_17_2020_AM.txt",0.15437180742,0.066429494548,2,18,7,2,0,"No","a|JARI1-1-80|Q|159",1,62,62,2,0,1,8540,3,"y","JARI1","NorthAm",41.48,-71.52,20.7,"159",3,5,"Dead","Dead","Dead","Dead","Nikita",NA,1.14e-06,-6.83e-08,2.05e-08,1.03e-07,NA,NA
"73",104,"a|JARI1-1-80|Q|159","gm",NA,NA,NA,2,NA,NA,NA,NA,26,"159_2",0.111507745,0.0842830349999999,"Dat_Jan_8_2020_AM.txt",0.08391502986,0.032442525736,2,18,7,2,0,"No","a|JARI1-1-80|Q|159",2,62,68,7,0,0,8540,3,"y","JARI1","NorthAm",41.48,-71.52,20.7,"159",3,5,"Dead","Dead","Dead","Dead","Nikita",NA,1.14e-06,-6.83e-08,2.05e-08,1.03e-07,NA,NA
"74",105,"b|SMITH1-20|Q|462","gm",NA,NA,NA,2,NA,NA,NA,NA,26,"462_1",0.309841975,0.0648668650000001,"Dat_Jan_15_2020_PM.txt",0.2436584433,0.105041203858,2,18,10,3,0,"No","b|SMITH1-20|Q|462",1,33,30,1,0,0,4122,2,"n","SMITH1","NorthAm",42.43150556,-76.38616667,326,"462",3,5,"Dead","Dead","Dead","Dead","Nikita",NA,7.42e-07,6.98e-08,4.68e-08,-4.71e-10,NA,NA
"75",106,"b|SMITH1-20|Q|462","gm",NA,NA,NA,2,NA,NA,NA,NA,26,"462_2",0.286427895,0.152986755,"Dat_Dec_11_2019_AM.txt",0.18182339574,0.0696570652,2,18,10,3,0,"No","b|SMITH1-20|Q|462",2,58,54,11,0,1,4122,2,"n","SMITH1","NorthAm",42.43150556,-76.38616667,326,"462",3,5,"Dead","Dead","Dead","Dead","Nikita",NA,7.42e-07,6.98e-08,4.68e-08,-4.71e-10,NA,NA
"76",107,"a|JARI1-1-80|Q|160","gm",NA,NA,NA,2,NA,NA,NA,NA,27,"160_1",0.238527255,0.0787517250000001,"Dat_Jan_31_2020_AM.txt",NA,NA,5,7,15,2,0,"No","a|JARI1-1-80|Q|160",1,32,25,0,0,0,11180,4,"y","JARI1","NorthAm",41.48,-71.52,20.7,"160",1,4,"32","31","85","17","Nikita",NA,3.61e-07,2.02e-07,1.73e-07,-1.55e-08,NA,NA
"77",108,"a|JARI1-1-80|Q|160","gm",NA,NA,NA,2,NA,NA,NA,NA,27,"160_2",0.373287645,0.108321045,"Dat_Feb_4_2020_AM.txt",0.22881182424,0.103514064724,5,7,15,2,0,"No","a|JARI1-1-80|Q|160",2,58,50,2,0,0,11180,4,"y","JARI1","NorthAm",41.48,-71.52,20.7,"160",1,4,"32","31","85","17","Nikita",NA,3.61e-07,2.02e-07,1.73e-07,-1.55e-08,NA,NA
"78",109,"d|MHBUR1-4-20|Q|351","gm",NA,NA,NA,2,NA,NA,NA,NA,27,"351_1",0.44534953,0.24743652,"Dat_Jan_24_2020_AM.txt",0.25233190368,0.128164906348,5,7,7,2,0,"No","d|MHBUR1-4-20|Q|351",1,35,40,0,0,0,1841,2,"y","MHBUR1","NorthAm",41.9675,-71.7069,128,"351",1,4,"7","10","35","4","Nikita",NA,7.83e-07,1.09e-07,-1.17e-07,3.91e-09,NA,NA
"79",110,"d|JARI1-1-80|Q|179","gm",NA,NA,NA,1,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,2,11,12,2,0,"No",NA,NA,NA,NA,NA,NA,NA,4716,2,"y","JARI1","NorthAm",41.48,-71.52,20.7,"179",8,2,"13","12","68","6","Liisa",NA,1.02e-06,-1.99e-07,-1.08e-07,1.34e-07,NA,NA
"80",111,"a|JWBOY-2-80|Q|251","gm",NA,NA,NA,1,NA,NA,NA,NA,29,"251_1",0.528630075,0.1688992,"Dat_Jan_22_2020_AM.txt",0.28324942746,0.138768234094,5,9,11,3,1,"No","a|JWBOY-2-80|Q|251",1,32,32,4,0,0,8992,3,"n","JWBOY1","NorthAm",39.061684,-78.074413,250.9,"251",2,1,"Dead","Dead","Dead","Dead","Nikita",NA,4.57e-07,-8.75e-08,3.87e-09,2.7e-08,NA,NA
"81",112,"a|JWBOY-2-80|Q|251","gm",NA,NA,NA,1,NA,NA,NA,NA,29,"251_2",0.32009284,0.102413395,"Dat_Jan_22_2020_AM.txt",0.1643385273,0.092000951962,5,9,11,3,1,"No","a|JWBOY-2-80|Q|251",2,58,60,10,0,0,8992,3,"n","JWBOY1","NorthAm",39.061684,-78.074413,250.9,"251",2,1,"Dead","Dead","Dead","Dead","Nikita",NA,4.57e-07,-8.75e-08,3.87e-09,2.7e-08,NA,NA
"82",113,"d|JARI1-1-80|Q|182","gm",NA,NA,NA,1,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,5,9,14,2,1,"No",NA,NA,NA,NA,NA,NA,NA,5334,3,"y","JARI1","NorthAm",41.48,-71.52,20.7,"182",2,1,"Dead","Dead","Dead","Dead","Nikita",NA,5.86e-07,3.5e-07,-1.42e-07,9.69e-08,NA,NA
"83",114,"a|DVGM-20|Q|102","gm",NA,NA,NA,4,NA,NA,NA,NA,30,"102_1",0.335638685,0.12639482,"Dat_Jan_23_2020_PM.txt",0.25462528386,0.177163327924,6,6,18,4,0,"No","a|DVGM-20|Q|102",1,50,45,0,0,1,5632,3,"n","DVGM","NorthAm",40.87611111,-74.95630278,232,"102",5,2,"15","15","74","12","Nikita",NA,6.55e-07,5.15e-08,3.63e-08,7.99e-08,NA,NA
"84",115,"d|JARI1-1-80|Q|183","gm",NA,NA,NA,4,NA,NA,NA,NA,30,"183_1",0.216213215,0.093043995,"Dat_Jan_10_2020_AM.txt",0.1467501981,0.086964642052,6,6,7,2,0,"No","d|JARI1-1-80|Q|183",1,41,40,0,0,1,3488,2,"y","JARI1","NorthAm",41.48,-71.52,20.7,"183",5,2,"8","13","36","7","Nikita",NA,7.81e-07,1.26e-08,-9.25e-08,3.45e-08,NA,NA
"85",116,"d|WSSWM3-1-0|Q|570","gm",NA,NA,NA,4,NA,NA,NA,NA,31,"570_1",0.39668713,0.127590095,"Dat_Jan_27_2020_AM.txt",0.27430007172,0.181712253004,1,4,21,3,0,"No","d|WSSWM3-1-0|Q|570",1,44,50,2,0,0,5993,4,"n","WSSWM3","NorthAm",39.90891,-75.35907,23,"570",3,3,"Dead","Dead","Dead","Dead","Nikita",NA,1.21e-07,6.54e-08,2.05e-08,4.73e-09,NA,NA
"86",117,"d|WSSWM3-1-0|Q|570","gm",NA,NA,NA,4,NA,NA,NA,NA,31,"570_2",0.29737399,0.11807769,"Dat_Feb_4_2020_AM.txt",0.17256365772,0.105810188812,1,4,21,3,0,"No","d|WSSWM3-1-0|Q|570",2,49,50,0,2,0,5993,4,"n","WSSWM3","NorthAm",39.90891,-75.35907,23,"570",3,3,"Dead","Dead","Dead","Dead","Nikita",NA,1.21e-07,6.54e-08,2.05e-08,4.73e-09,NA,NA
"87",118,"d|JARI1-1-80|Q|181","gm",NA,NA,NA,4,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,1,4,12,2,0,"No",NA,NA,NA,NA,NA,NA,NA,1489,2,"y","JARI1","NorthAm",41.48,-71.52,20.7,"181",3,3,"Dead","Dead","Dead","Dead","Nikita",NA,6.58e-07,-1.13e-07,7.29e-08,2.61e-09,NA,NA
"88",119,"a|MAVBEL2-1-20|N|309","gm",NA,NA,NA,2,NA,NA,NA,NA,32,"309_1",0.464407235,0.13246029,"Dat_Jan_30_2020_PM.txt",NA,NA,5,3,17,3,12,"No","a|MAVBEL2-1-20|N|309",1,37,38,0,0,0,3967,3,"n","MAVBEL2","NorthAm",41.170384,-95.902909,358,"309",NA,NA,NA,NA,NA,NA,NA,NA,3.66e-07,1.16e-07,7.27e-08,-1.36e-08,NA,NA
"89",120,"a|MAVBEL2-1-20|N|309","gm",NA,NA,NA,2,NA,NA,NA,NA,32,"309_2",0.26432315,0.085517405,"Dat_Jan_29_2020_AM.txt",0.11705695998,0.063689308726,5,3,17,3,12,"No","a|MAVBEL2-1-20|N|309",2,47,46,10,0,0,3967,3,"n","MAVBEL2","NorthAm",41.170384,-95.902909,358,"309",NA,NA,NA,NA,NA,NA,NA,NA,3.66e-07,1.16e-07,7.27e-08,-1.36e-08,NA,NA
"90",121,"c|SMITH1-20|Q|466","gm",NA,NA,NA,2,NA,NA,NA,NA,32,"466_1",0.31779378,0.127730425,"Dat_Jan_29_2020_PM.txt",0.1846858101,0.097048092646,5,3,16,3,12,"No","c|SMITH1-20|Q|466",1,38,33,0,0,0,5926,3,"y","SMITH1","NorthAm",42.43150556,-76.38616667,326,"466",NA,NA,NA,NA,NA,NA,NA,NA,3.88e-07,5.34e-08,2.28e-08,6.35e-08,NA,NA
"91",122,"c|SMITH1-20|Q|466","gm",NA,NA,NA,2,NA,NA,NA,NA,32,"466_2",0.34344365,0.115275615,"Dat_Jan_27_2020_AM.txt",0.2523663906,0.1238109352,5,3,16,3,12,"No","c|SMITH1-20|Q|466",2,36,32,3,0,0,5926,3,"y","SMITH1","NorthAm",42.43150556,-76.38616667,326,"466",NA,NA,NA,NA,NA,NA,NA,NA,3.88e-07,5.34e-08,2.28e-08,6.35e-08,NA,NA
"92",123,"c|MAVBEL2-1-20|N|318","gm",NA,NA,NA,4,NA,NA,NA,NA,33,"318_1",0.412540435,0.137385835,"Dat_Jan_24_2020_PM.txt",0.3072005934,0.142894758988,3,13,12,3,0,"No","c|MAVBEL2-1-20|N|318",1,31,24,4,0,20,3448,2,"n","MAVBEL2","NorthAm",41.170384,-95.902909,358,"318",5,4,"Dead","Dead","Dead","Dead","Nikita",NA,2.45e-07,2.79e-07,1.7e-08,-6.02e-08,NA,NA
"93",124,"c|MAVBEL2-1-20|N|318","gm",NA,NA,NA,4,NA,NA,NA,NA,33,"318_2",0.343038025,0.061885365,"Dat_Jan_30_2020_PM.txt",NA,NA,3,13,12,3,0,"No","c|MAVBEL2-1-20|N|318",2,52,52,8,0,11,3448,2,"n","MAVBEL2","NorthAm",41.170384,-95.902909,358,"318",5,4,"Dead","Dead","Dead","Dead","Nikita",NA,2.45e-07,2.79e-07,1.7e-08,-6.02e-08,NA,NA
"94",125,"b|CRSOSO-3-40|Q|69","gm",NA,NA,NA,4,NA,NA,NA,NA,33,"69_1",0.37195964,0.0974878500000001,"Dat_Jan_24_2020_AM.txt",0.17573645436,0.131002569136,3,13,20,2,0,"No","b|CRSOSO-3-40|Q|69",1,42,48,1,0,7,4083,3,"n","CRSORO","NorthAm",44.89568,-68.675117,59,"69",5,4,"Dead","Dead","Dead","Dead","Nikita",NA,4.1e-07,-6.19e-08,9.98e-08,-2.15e-08,NA,NA
"95",126,"b|CRSOSO-3-40|Q|69","gm",NA,NA,NA,4,NA,NA,NA,NA,33,"69_2",0.078764365,0.0375370650000001,"Dat_Jan_17_2020_PM.txt",0.13102416258,0.102398495002,3,13,20,2,0,"No","b|CRSOSO-3-40|Q|69",2,41,37,3,0,9,4083,3,"n","CRSORO","NorthAm",44.89568,-68.675117,59,"69",5,4,"Dead","Dead","Dead","Dead","Nikita",NA,4.1e-07,-6.19e-08,9.98e-08,-2.15e-08,NA,NA
"96",127,"b|MAVBEL2-1-20|N|310","gm",NA,NA,NA,3,NA,NA,NA,NA,34,"310_1",0.37468055,0.12769668,"Dat_Jan_29_2020_AM.txt",0.3181501905,0.21506020615,6,6,17,4,0,"No","b|MAVBEL2-1-20|N|310",1,33,26,0,0,1,5648,3,"n","MAVBEL2","NorthAm",41.170384,-95.902909,358,"310",3,2,"Dead","Dead","Dead","Dead","Nikita",NA,5.89e-07,-7.83e-08,-3.39e-08,-3.34e-08,NA,NA
"97",128,"b|MAVBEL2-1-20|N|310","gm",NA,NA,NA,3,NA,NA,NA,NA,34,"310_2",0.293454875,0.094120545,"Dat_Jan_28_2020_AM.txt",0.12705816678,0.117323301574,6,6,17,4,0,"No","b|MAVBEL2-1-20|N|310",2,55,56,10,0,0,5648,3,"n","MAVBEL2","NorthAm",41.170384,-95.902909,358,"310",3,2,"Dead","Dead","Dead","Dead","Nikita",NA,5.89e-07,-7.83e-08,-3.39e-08,-3.34e-08,NA,NA
"98",129,"a|VRPET2-3-20|Q|505","gm",NA,NA,NA,3,NA,NA,NA,NA,34,"505_1",0.34226167,0.12366291,"Dat_Jan_30_2020_PM.txt",NA,NA,6,6,9,3,0,"No","a|VRPET2-3-20|Q|505",1,45,45,0,0,0,4234,2,"n","VRPET2","NorthAm",42.531117,-72.189784,329.1,"505",3,2,"Dead","Dead","Dead","Dead","Nikita",NA,6.21e-07,1.31e-07,-1.01e-07,-4.02e-09,NA,NA
"99",130,"a|VRPET2-3-20|Q|505","gm",NA,NA,NA,3,NA,NA,NA,NA,34,"505_2",0.125676095,0.03626216,"Dat_Feb_5_2020_AM.txt",0.1195055313,0.05649767479,6,6,9,3,0,"No","a|VRPET2-3-20|Q|505",2,47,47,2,0,1,4234,2,"n","VRPET2","NorthAm",42.531117,-72.189784,329.1,"505",3,2,"Dead","Dead","Dead","Dead","Nikita",NA,6.21e-07,1.31e-07,-1.01e-07,-4.02e-09,NA,NA
"100",131,"d|JWBOY-2-80|Q|254","gm",NA,NA,NA,3,NA,NA,NA,NA,35,"254_1",0.23162926,0.09994054,"Dat_Jan_23_2020_AM.txt",0.15954484542,0.085859903104,3,6,12,3,0,"No","d|JWBOY-2-80|Q|254",1,51,49,0,0,0,10215,3,"n","JWBOY1","NorthAm",39.061684,-78.074413,250.9,"254",1,6,"Dead","Dead","Dead","Dead","Nikita",NA,6.55e-07,-6.18e-08,-4.47e-07,2.66e-07,NA,NA
"101",132,"d|JWBOY-2-80|Q|254","gm",NA,NA,NA,3,NA,NA,NA,NA,35,"254_2",0.26845482,0.24676203,"Dat_Jan_29_2020_PM.txt",0.14457752214,0.06678691009,3,6,12,3,0,"No","d|JWBOY-2-80|Q|254",2,63,70,0,0,0,10215,3,"n","JWBOY1","NorthAm",39.061684,-78.074413,250.9,"254",1,6,"Dead","Dead","Dead","Dead","Nikita",NA,6.55e-07,-6.18e-08,-4.47e-07,2.66e-07,NA,NA
"102",133,"c|MAVBEL2-1-20|N|317","gm",NA,NA,NA,3,NA,NA,NA,NA,35,"317_1",0.6369472,0.21580299,"Dat_Feb_5_2020_PM.txt",0.2624538147,0.11216785315,3,6,17,4,0,"No","c|MAVBEL2-1-20|N|317",1,45,45,0,0,0,7780,3,"n","MAVBEL2","NorthAm",41.170384,-95.902909,358,"317",1,6,"Dead","Dead","Dead","Dead","Nikita",NA,5.35e-07,-4.46e-08,1.98e-07,-1.21e-07,NA,NA
"103",134,"c|MAVBEL2-1-20|N|317","gm",NA,NA,NA,3,NA,NA,NA,NA,35,"317_2",0.2642258,0.072703745,"Dat_Jan_29_2020_PM.txt",0.15887235048,0.06516229399,3,6,17,4,0,"No","c|MAVBEL2-1-20|N|317",2,57,64,0,0,1,7780,3,"n","MAVBEL2","NorthAm",41.170384,-95.902909,358,"317",1,6,"Dead","Dead","Dead","Dead","Nikita",NA,5.35e-07,-4.46e-08,1.98e-07,-1.21e-07,NA,NA
"104",135,"c|MAVBEL2-1-20|N|319","gm",NA,NA,NA,3,NA,NA,NA,NA,36,"319_1",0.3164171,0.1104904,"Dat_Jan_24_2020_PM.txt",0.25428041466,0.13258386214,4,9,15,3,0,"No","c|MAVBEL2-1-20|N|319",1,58,61,0,0,0,8475,3,"n","MAVBEL2","NorthAm",41.170384,-95.902909,358,"319",2,2,"Dead","Dead","Dead","Dead","Nikita",NA,9.21e-07,8.37e-08,-6.83e-08,-1.97e-08,NA,NA
"105",136,"c|MAVBEL2-1-20|N|319","gm",NA,NA,NA,3,NA,NA,NA,NA,36,"319_2",0.23857593,0.085158555,"Dat_Jan_29_2020_PM.txt",0.14250830694,0.070534357894,4,9,15,3,0,"No","c|MAVBEL2-1-20|N|319",2,45,45,0,0,0,8475,3,"n","MAVBEL2","NorthAm",41.170384,-95.902909,358,"319",2,2,"Dead","Dead","Dead","Dead","Nikita",NA,9.21e-07,8.37e-08,-6.83e-08,-1.97e-08,NA,NA
"106",137,"c|JBCHY1-1-50|Q|229","gm",NA,NA,NA,2,NA,NA,NA,NA,37,"229_1",0.699420185,0.185882845,"Dat_Jan_30_2020_AM.txt",0.23203635126,0.140717773414,4,1,5,2,0,"No","c|JBCHY1-1-50|Q|229",1,51,45,0,0,0,5641,3,"y","JBCHY1","NorthAm",38.94948333,-75.04693333,25.9,"229",1,5,"Dead","Dead","Dead","Dead","Nikita",NA,6.66e-07,-8.19e-09,1.21e-07,-7.19e-08,NA,NA
"107",138,"c|JBCHY1-1-50|Q|229","gm",NA,NA,NA,2,NA,NA,NA,NA,37,"229_2",0.07837578,0.0410447,"Dat_Jan_29_2020_AM.txt",0.07163768634,0.035171880784,4,1,5,2,0,"No","c|JBCHY1-1-50|Q|229",2,56,53,4,0,0,5641,3,"y","JBCHY1","NorthAm",38.94948333,-75.04693333,25.9,"229",1,5,"Dead","Dead","Dead","Dead","Nikita",NA,6.66e-07,-8.19e-09,1.21e-07,-7.19e-08,NA,NA
"108",139,"a|MAVBEL2-1-20|N|304","gm",NA,NA,NA,3,NA,NA,NA,NA,38,"304_1",0.21124192,0.0945590250000001,"Dat_Jan_22_2020_PM.txt",0.12378190938,0.053259273364,5,9,15,3,0,"No","a|MAVBEL2-1-20|N|304",1,45,50,1,0,0,3690,2,"n","MAVBEL2","NorthAm",41.170384,-95.902909,358,"304",3,2,"Dead","Dead","Dead","Dead","Nikita",NA,4.72e-07,5.11e-08,-4.29e-08,6.43e-08,NA,NA
"109",140,"a|MAVBEL2-1-20|N|304","gm",NA,NA,NA,3,NA,NA,NA,NA,38,"304_2",0.607215965,0.182944555,"Dat_Jan_28_2020_AM.txt",0.15495808506,0.11985770269,5,9,15,3,0,"No","a|MAVBEL2-1-20|N|304",2,36,40,0,0,0,3690,2,"n","MAVBEL2","NorthAm",41.170384,-95.902909,358,"304",3,2,"Dead","Dead","Dead","Dead","Nikita",NA,4.72e-07,5.11e-08,-4.29e-08,6.43e-08,NA,NA
"110",141,"a|VSGARO1-1-0|Q|531","gm",NA,NA,NA,3,NA,NA,NA,NA,38,"531_1",0.7097035,0.227700595,"Dat_Jan_21_2020_AM.txt",0.36044839788,0.141335127532,5,9,19,3,0,"No","a|VSGARO1-1-0|Q|531",1,36,25,0,1,0,4682,2,"n","VSGAR01","NorthAm",44.22842,-69.78268,62,"531",3,2,"Dead","Dead","Dead","Dead","Nikita",NA,4.51e-07,7.8e-08,-4.21e-08,3.69e-08,NA,NA
"111",142,"a|VSGARO1-1-0|Q|531","gm",NA,NA,NA,3,NA,NA,NA,NA,38,"531_2",NA,NA,"Dat_Dec_6_2019.txt",NA,NA,5,9,19,3,0,"No","a|VSGARO1-1-0|Q|531",2,61,62,0,0,0,4682,2,"n","VSGAR01","NorthAm",44.22842,-69.78268,62,"531",3,2,"Dead","Dead","Dead","Dead","Nikita",NA,4.51e-07,7.8e-08,-4.21e-08,3.69e-08,NA,NA
